movie name,imdb name,year,description,trailer link,movie id,imdb score,rotten score,cinema score,user score
Midsummer in Newtown,NA,2017,NA,NA,NA,-1,94,-1,NA
Resident Evil The Final Chapter,Resident Evil the Final Chapter: Stunts and Weaponry,2017,"Resident Evil the Final Chapter: Stunts and Weaponry is a video starring Paul W.S. Anderson, Grant Hulley, and Joon-Gi Lee. Variation in many fight sequences, weapon, and vehicles were desired and implemented among many of the cast...",NA,tt6923388,0,37,-1,NA
Speed Sisters,NA,2017,NA,NA,NA,-1,92,-1,NA
The Daughter,Ayla: The Daughter of War,2017,"Ayla: The Daughter of War is a movie starring Çetin Tekindor, Ismail Hacioglu, and Kyung-jin Lee. In 1950, amid-st the ravages of the Korean War, Sergeant Süleyman stumbles upon a half-frozen little girl, with no parents and no help...",https://www.imdb.com/video/imdb/vi1533262105,tt6316138,8.6,77,-1,NA
The Salesman,China Salesman,2017,"China Salesman is a movie starring Dong-xue Li, Mike Tyson, and Janicke Askevold. A Chinese IT company representative attempts to spoil a conspiracy to start a civil war in an African country orchestrated by an European businessman...",https://www.imdb.com/video/imdb/vi2202974233,tt6015706,3.1,96,-1,NA
Mr Gaga,NA,2017,NA,NA,NA,-1,86,-1,NA
Chapter and Verse,Chapter & Verse,2017,"Chapter & Verse is a movie starring Daniel Beaty, Loretta Devine, and Omari Hardwick. Upon his return from serving a eight-year sentence in prison, reformed gang leader, S. Lance Ingram, struggles to adapt to a changed Harlem....",https://www.imdb.com/video/imdb/vi2736764441,tt3946960,6.4,88,-1,NA
Eloise,NA,2017,NA,NA,NA,-1,,-1,NA
Growing Up Smith,NA,2017,NA,NA,NA,-1,73,-1,NA
Journey to the West The Demons Strike Back,Journey to the West: Demon Chapter,2017,"Journey to the West: Demon Chapter is a movie starring Kris Wu, Kenny Lin, and Chen Yao. A monk and his three disciples continue on their journey to battle demons.",https://www.imdb.com/video/imdb/vi3021846553,tt5273624,5.4,58,-1,NA
Rings,Rings,2017,"Rings is a movie starring Matilda Anna Ingrid Lutz, Alex Roe, and Johnny Galecki. A young woman finds herself on the receiving end of a terrifying curse that threatens to take her life in 7 days.",https://www.imdb.com/video/imdb/vi2470360601,tt0498381,4.5,8,C-,NA
The Grace of Jake,NA,2017,NA,NA,NA,-1,80,-1,NA
The Space Between Us,The Space Between Us,2017,"The Space Between Us is a movie starring Gary Oldman, Asa Butterfield, and Carla Gugino. The first human born on Mars travels to Earth for the first time, experiencing the wonders of the planet through fresh eyes. He embarks on an...",https://www.imdb.com/video/imdb/vi141998617,tt3922818,6.4,16,-1,NA
The Trouble With Terkel,NA,2017,NA,NA,NA,-1,40,-1,NA
Wheeler,Wheeler,2017,"Wheeler is a movie starring Stephen Dorff, Kris Kristofferson, and Audrey Spillman. WHEELER is the story of an aspiring musician from Kaufman, Texas who travels to Nashville with the lifelong dream of trying his hand at country...",https://www.imdb.com/video/imdb/vi2143402521,tt6290736,5.9,56,-1,NA
Youth In Oregon,NA,2017,NA,NA,NA,-1,45,-1,NA
A United Kingdom,NA,2017,NA,NA,NA,-1,83,-1,NA
Fifty Shades Darker,Fifty Shades Darker,2017,"Fifty Shades Darker is a movie starring Dakota Johnson, Jamie Dornan, and Eric Johnson. While Christian wrestles with his inner demons, Anastasia must confront the anger and envy of the women who came before her.",https://www.imdb.com/video/imdb/vi723564057,tt4465564,4.6,11,B+,NA
John Wick 2,John Wick: Chapter 2,2017,"John Wick: Chapter 2 is a movie starring Keanu Reeves, Riccardo Scamarcio, and Ian McShane. After returning to the criminal underworld to repay a debt, John Wick discovers that a large bounty has been put on his life.",https://www.imdb.com/video/imdb/vi1127331353,tt4425200,7.5,89,-1,NA
Kedi,NA,2017,NA,NA,NA,-1,98,-1,NA
Stray Bullets,NA,2017,NA,NA,NA,-1,75,-1,NA
The Lego Batman Movie,The Lego Batman Movie,2017,"The Lego Batman Movie is a movie starring Will Arnett, Michael Cera, and Rosario Dawson. A cooler-than-ever Bruce Wayne must deal with the usual suspects as they plan to rule Gotham City, while discovering that he has accidentally...",https://www.imdb.com/video/imdb/vi466269721,tt4116284,7.3,90,-1,NA
A Cure For Wellness,NA,2017,NA,NA,NA,-1,42,-1,NA
Everybody Loves Somebody,Todos queremos a alguien,2017,"Todos queremos a alguien is a movie starring Karla Souza, José María Yazpik, and Ben O'Toole. A successful and single career woman asks her co-worker to pose as her boyfriend at a family wedding back home in Mexico. Her situation...",https://www.imdb.com/video/imdb/vi1630647833,tt5537228,6.5,93,-1,NA
Fist Fight,Fist Fight,2017,"Fist Fight is a movie starring Ice Cube, Charlie Day, and Tracy Morgan. When one school teacher unwittingly causes another teacher's dismissal, he is challenged to an after-school fight.",https://www.imdb.com/video/imdb/vi2341778969,tt3401882,5.6,24,B,NA
From Nowhere,Girl from Nowhere,2017,"Girl from Nowhere is a movie starring Tamryn Speirs, Scot Cooper, and Christia Visser. A Cape Town couple, Katherine and Hugh, are headed to their mountain getaway, when they pick up a young woman hitchhiker, Liza, who carries a gun...",NA,tt4554186,3.9,92,-1,NA
Keep Quiet,"MILCK, Choir! Choir! Choir! And 1300 Singing 'Can't Keep Quiet'",2017,NA,NA,tt6893238,0,100,-1,NA
Lovesong,NA,2017,NA,NA,NA,-1,82,-1,NA
The Great Wall,The Great Wall,2017,"The Great Wall is a movie starring Nicolette Creighton. 'The Great Wall has been completed at its most southerly point'. So begins Kafka's short story 'At the Building of the Great Wall of China', and so, at Europe's heavily...",NA,tt7535780,6.6,36,-1,NA
XX,XX,2017,"XX is a movie starring Natalie Brown, Jonathan Watton, and Peter DaCunha. Four short horror films that are directed and written by women.",https://www.imdb.com/video/imdb/vi69645849,tt3322892,4.5,70,A-,NA
Bitter Harvest,Bitter Harvest,2017,"Bitter Harvest is a movie starring Max Irons, Samantha Barks, and Terence Stamp. Set in 1930s Ukraine, as Stalin advances the ambitions of communists in the Kremlin, young artist Yuri battles to save his lover Natalka from the...",https://www.imdb.com/video/imdb/vi752859673,tt3182620,6.0,14,-1,NA
Collide,NA,2017,NA,NA,NA,-1,21,C+,NA
Get Out,Get Out,2017,"Get Out is a movie starring Daniel Kaluuya, Allison Williams, and Bradley Whitford. A young African-American visits his white girlfriend's parents for the weekend, where his simmering uneasiness about their reception of him...",https://www.imdb.com/video/imdb/vi2005186073,tt5052448,7.7,98,A-,NA
My Life as a Zucchini,NA,2017,NA,NA,NA,-1,98,-1,NA
Pelle The Conqueror,NA,2017,NA,NA,NA,-1,87,-1,NA
Punching Henry,NA,2017,NA,NA,NA,-1,83,-1,NA
Rock Dog,NA,2017,NA,NA,NA,-1,47,B+,NA
Contemporary Color,NA,2017,NA,NA,NA,-1,69,-1,NA
1898 Los ultimos de Filipinas,NA,2017,NA,NA,NA,-1,,-1,NA
Before I Fall,Before I Fall,2017,"Before I Fall is a movie starring Zoey Deutch, Halston Sage, and Cynthy Wu. February 12 is just another day in Sam's charmed life, until it turns out to be her last. Stuck reliving her last day over and over, Sam untangles the...",https://www.imdb.com/video/imdb/vi3104880153,tt1691916,6.4,64,B,NA
Donald Cried,NA,2017,NA,NA,NA,-1,94,-1,NA
Logan,Logan,2017,"Logan is a movie starring Hugh Jackman, Patrick Stewart, and Dafne Keen. In a future where mutants are nearly extinct, an elderly and weary Logan leads a quiet life. But when Laura, a mutant child pursued by scientists, comes to him...",https://www.imdb.com/video/imdb/vi1946727961,tt3315342,8.1,93,B,NA
Love and Taxes,NA,2017,NA,NA,NA,-1,100,-1,NA
Sami Blood,NA,2017,NA,NA,NA,-1,96,-1,NA
Table 19,Table 19,2017,"Table 19 is a movie starring Anna Kendrick, Lisa Kudrow, and Craig Robinson. Eloise, having been relieved of maid of honor duties after being unceremoniously dumped by the best man via text, decides to attend the wedding anyway,...",https://www.imdb.com/video/imdb/vi2482550553,tt1412528,5.8,26,-1,NA
The Freedom To Marry,NA,2017,NA,NA,NA,-1,94,-1,NA
The Shack,The Shack,2017,"The Shack is a movie starring Sam Worthington, Octavia Spencer, and Tim McGraw. A grieving man receives a mysterious, personal invitation to meet with God at a place called ""The Shack.""",https://www.imdb.com/video/imdb/vi113292825,tt2872518,6.3,20,-1,NA
Tim Timmerman Hope of America,"Tim Timmerman, Hope of America",2017,"Tim Timmerman, Hope of America is a movie starring Andrew Caldwell, Seth Meriwether, and Stephanie Drapeau. An irresponsible Utah student body president faces impeachment as he attempts to sweet-talk his way into Yale.",https://www.imdb.com/video/imdb/vi252425753,tt4514646,5.6,,-1,NA
Kong Skull Island,Kong: Skull Island,2017,"Kong: Skull Island is a movie starring Tom Hiddleston, Samuel L. Jackson, and Brie Larson. After the Vietnam war, a team of scientists explores an uncharted island in the Pacific, venturing into the domain of the mighty Kong, and...",https://www.imdb.com/video/imdb/vi4065441305,tt3731562,6.6,75,-1,NA
My Scientology Movie,NA,2017,NA,NA,NA,-1,89,-1,NA
Raw,NA,2017,NA,NA,NA,-1,92,B,NA
The Ottoman Lieutenant,The Ottoman Lieutenant,2017,"The Ottoman Lieutenant is a movie starring Michiel Huisman, Hera Hilmar, and Josh Hartnett. This movie is a love story between an idealistic American nurse and a Turkish officer in World War I.",https://www.imdb.com/video/imdb/vi1778824729,tt4943322,6.6,18,-1,NA
Frantz,NA,2017,NA,NA,NA,-1,91,-1,NA
Beauty and the Beast,Beauty and the Beast,2017,"Beauty and the Beast is a movie starring Emma Watson, Dan Stevens, and Luke Evans. A selfish prince is cursed to become a monster for the rest of his life, unless he learns to fall in love with a beautiful young woman he keeps...",https://www.imdb.com/video/imdb/vi179222553,tt2771200,7.2,71,A,NA
The Belko Experiment,Belko VR: An Escape Room Experiment,2017,NA,NA,tt9587090,0,52,-1,NA
A Woman A Part,NA,2017,NA,NA,NA,-1,93,-1,NA
CHIPS,CHIPS,2017,"CHIPS is a movie starring Michael Peña, Dax Shepard, and Vincent D'Onofrio. A rookie officer is teamed with a hardened pro at the California Highway Patrol, though the newbie soon learns his partner is really an undercover Fed...",https://www.imdb.com/video/imdb/vi2602521,tt0493405,6.0,18,B-,NA
Life,NA,2017,NA,NA,NA,-1,,A-,NA
Power Rangers,Power Rangers,2017,"Power Rangers is a movie starring Dacre Montgomery, Naomi Scott, and RJ Cyler. A group of high-school students, who are infused with unique superpowers, harness their abilities in order to save the world.",https://www.imdb.com/video/imdb/vi3328161305,tt3717490,5.9,50,A,NA
Slamma Jamma,Slamma Jamma,2017,"Slamma Jamma is a movie starring Chris Staples, Michael Irvin, and Jose Canseco. Wrongfully accused and sent to prison, a former basketball star prepares for the national slam dunk competition while finding redemption in himself and...",https://www.imdb.com/video/imdb/vi3028071961,tt5319866,6.0,,-1,NA
Wilson,NA,2017,NA,NA,NA,-1,48,A-,NA
Carrie Pilby,NA,2017,NA,NA,NA,-1,64,-1,NA
Ghost In The Shell,Ghost in the Shell,2017,"Ghost in the Shell is a movie starring Scarlett Johansson, Pilou Asbæk, and Takeshi Kitano. In the near future, Major Mira Killian is the first of her kind: A human saved from a terrible crash, who is cyber-enhanced to be a perfect...",https://www.imdb.com/video/imdb/vi273004057,tt1219827,6.4,43,B,NA
T2 Trainspotting,T2 Trainspotting,2017,"T2 Trainspotting is a movie starring Ewan McGregor, Ewen Bremner, and Jonny Lee Miller. After 20 years abroad, Mark Renton returns to Scotland and reunites with his old friends Sick Boy, Spud, and Begbie.",https://www.imdb.com/video/imdb/vi3395794457,tt2763304,7.2,80,-1,NA
The Blackcoat's Daughter,NA,2017,NA,NA,NA,-1,73,-1,NA
The Boss Baby,The Boss Baby,2017,"The Boss Baby is a movie starring Alec Baldwin, Steve Buscemi, and Jimmy Kimmel. A suit-wearing, briefcase-carrying baby pairs up with his 7-year old brother to stop the dastardly plot of the CEO of Puppy Co.",https://www.imdb.com/video/imdb/vi4267488793,tt3874544,6.3,52,-1,NA
The Death Of Louis XIV,NA,2017,NA,NA,NA,-1,88,-1,NA
The Zookeeper's Wife,The Zookeeper's Wife,2017,"The Zookeeper's Wife is a movie starring Jessica Chastain, Johan Heldenbergh, and Daniel Brühl. The Zookeeper's Wife tells the account of keepers of the Warsaw Zoo, Antonina and Jan Zabinski, who helped save hundreds of people and...",https://www.imdb.com/video/imdb/vi2949821977,tt1730768,7.0,62,-1,NA
Alive and Kicking,NA,2017,NA,NA,NA,-1,100,-1,NA
All These Sleepless Nights,NA,2017,NA,NA,NA,-1,68,-1,NA
Colossal,NA,2017,NA,NA,NA,-1,81,-1,NA
Going in Style,Going in Style,2017,"Going in Style is a movie starring Michael Caine, Alan Arkin, and Ann-Margret. Desperate to pay the bills and come through for their loved ones, three lifelong pals risk it all by embarking on a daring bid to knock off the very bank...",https://www.imdb.com/video/imdb/vi1590670873,tt2568862,6.6,47,B+,NA
Smurfs The Lost Village,Smurfs: The Lost Village,2017,"Smurfs: The Lost Village is a movie starring Demi Lovato, Rainn Wilson, and Joe Manganiello. In this fully animated, all-new take on the Smurfs, a mysterious map sets Smurfette and her friends Brainy, Clumsy, and Hefty on an...",https://www.imdb.com/video/imdb/vi2211886617,tt2398241,6.0,40,-1,NA
The Case for Christ,The Case for Christ,2017,"The Case for Christ is a movie starring Erika Christensen, Faye Dunaway, and Frankie Faison. An investigative journalist and self-proclaimed atheist sets out to disprove the existence of God after his wife becomes a Christian.",https://www.imdb.com/video/imdb/vi266189337,tt6113488,6.2,59,-1,NA
The Transfiguration,Transfigurations: Transgressing Gender in the Bible,2017,"Transfigurations: Transgressing Gender in the Bible is a movie starring Peterson Toscano. Bible scholar and actor, Peterson Toscano, explores the stories and lives of gender non-conforming Bible characters.",NA,tt7516954,0,84,-1,NA
Their Finest,Their Finest: Flickers of Hope - The Making of Their Finest,2017,NA,NA,tt8806518,0,90,-1,NA
Truman,NA,2017,NA,NA,NA,-1,99,B,NA
Your Name,Call Me by Your Name,2017,"Call Me by Your Name is a movie starring Armie Hammer, Timothée Chalamet, and Michael Stuhlbarg. In 1980s Italy, a romance blossoms between a seventeen-year-old student and the older man hired as his father's research assistant.",https://www.imdb.com/video/imdb/vi983545881,tt5726616,7.9,97,-1,NA
Gifted,Gifted,2017,"Gifted is a movie starring Chris Evans, Mckenna Grace, and Lindsay Duncan. Frank, a single man raising his child prodigy niece Mary, is drawn into a custody battle with his mother.",https://www.imdb.com/video/imdb/vi3537025049,tt4481414,7.6,73,-1,NA
A Quiet Passion,NA,2017,NA,NA,NA,-1,92,-1,NA
Chasing Trane The John Coltrane Documentary,NA,2017,NA,NA,NA,-1,75,-1,NA
My Entire High School Sinking Into the Sea,NA,2017,NA,NA,NA,-1,84,-1,NA
Norman,NA,2017,NA,NA,NA,-1,89,B+,NA
Spark A Space Tail,NA,2017,NA,NA,NA,-1,14,-1,NA
The Fate of the Furious,The Fate of the Furious,2017,"The Fate of the Furious is a movie starring Vin Diesel, Jason Statham, and Dwayne Johnson. When a mysterious woman seduces Dom into the world of terrorism and a betrayal of those closest to him, the crew face trials that will test...",https://www.imdb.com/video/imdb/vi1498461721,tt4630562,6.7,67,-1,NA
Tommy's Honour,NA,2017,NA,NA,NA,-1,66,-1,NA
7 Witches,7 Witches,2017,"7 Witches is a movie starring Persephone Apostolou, Danika Golombek, and Megan Hensley. Carnage, death, and despair await the ignoble remnants of a persecuted family who assemble for the wedding of their daughter on the eve of an...",https://www.imdb.com/video/imdb/vi4222794009,tt4424722,3.5,,-1,NA
Born in China,NA,2017,NA,NA,NA,-1,84,A-,NA
Citizen Jane Battle for the City,NA,2017,NA,NA,NA,-1,95,-1,NA
Free Fire,Free Fire,2017,NA,NA,tt9197514,5.6,69,-1,NA
Jeremiah Tower The Last Magnificent,NA,2017,NA,NA,NA,-1,83,-1,NA
Phoenix Forgotten,Phoenix Forgotten,2017,"Phoenix Forgotten is a movie starring Florence Hartigan, Luke Spencer Roberts, and Chelsea Lopez. 20 years after three teenagers disappeared in the wake of mysterious lights appearing above Phoenix, Arizona, unseen footage from that...",https://www.imdb.com/video/imdb/vi3916215833,tt6574272,5.2,41,C-,NA
Slack Bay,NA,2017,NA,NA,NA,-1,66,-1,NA
The Penguin Counters,The Penguin Counters,2017,NA,https://www.imdb.com/video/imdb/vi130005273,tt4094598,6.8,,-1,NA
The Promise,NA,2017,NA,NA,NA,-1,50,-1,NA
Unforgettable,Unforgettable,2017,"Unforgettable is a movie starring Rosario Dawson, Katherine Heigl, and Geoff Stults. A woman sets out to make life a living hell for her ex-husband's new fiancée.",https://www.imdb.com/video/imdb/vi1246475801,tt3462710,5.1,27,C,NA
Bang The Bert Berns Story,NA,2017,NA,NA,NA,-1,100,-1,NA
Obit,NA,2017,NA,NA,NA,-1,92,-1,NA
Baahubali 2 The Conclusion,Baahubali 2: The Conclusion,2017,"Baahubali 2: The Conclusion is a movie starring Prabhas, Rana Daggubati, and Anushka Shetty. When Shiva, the son of Bahubali, learns about his heritage, he begins to look for answers. His story is juxtaposed with past events that...",https://www.imdb.com/video/imdb/vi1969010201,tt4849438,8.3,88,-1,NA
Below Her Mouth,NA,2017,NA,NA,NA,-1,22,-1,NA
Busters Mal Heart,NA,2017,NA,NA,NA,-1,72,-1,NA
Grey Lady,Grey Lady,2017,"Grey Lady is a movie starring Eric Dane, Natalie Zea, and Amy Madigan. A Boston police officer goes to Nantucket to investigate the murder of his partner, but he finds more than he bargained for.",https://www.imdb.com/video/imdb/vi1537653017,tt3693042,4.3,,-1,NA
Harold and Lillian A Hollywood Love Story,NA,2017,NA,NA,NA,-1,97,-1,NA
How to Be a Latin Lover,How to Be a Latin Lover,2017,"How to Be a Latin Lover is a movie starring Eugenio Derbez, Salma Hayek, and Raphael Alejandro. Finding himself dumped after 25 years of marriage, a man who made a career of seducing rich older women must move in with his estranged...",https://www.imdb.com/video/imdb/vi3479680537,tt4795124,5.9,38,-1,NA
One Week and a Day,One Day a Week,2017,NA,NA,tt7918022,0,90,-1,NA
Sleight,NA,2017,NA,NA,NA,-1,77,-1,NA
The Circle,The Circle,2017,"The Circle is a movie starring Emma Watson, Tom Hanks, and John Boyega. A woman lands a dream job at a powerful tech company called the Circle, only to uncover an agenda that will affect the lives of all of humanity.",https://www.imdb.com/video/imdb/vi3222058521,tt4287320,5.3,15,-1,NA
The Mayor,The Mayor,2017,"The Mayor is a TV series starring Brandon Micheal Hall, Lea Michele, and Marcel Spears. A struggling hip-hop artist runs for mayor to promote his mixtape and wins the election.",https://www.imdb.com/video/imdb/vi1401010457,tt6466972,5.5,,-1,NA
Last Men In Aleppo,De sidste mænd i Aleppo,2017,"De sidste mænd i Aleppo is a movie starring Khaled Umar Harah, Batul, and Mahmoud. Khaled, Mahmoud and Subhi volunteer with the White Helmets trying to save lives of hundreds of victims in the besieged city of Aleppo during the...",https://www.imdb.com/video/imdb/vi1336260889,tt6333074,7.4,97,-1,NA
Mr Chibbs,Mr. Chibbs,2017,"Mr. Chibbs is a movie starring Kenny Anderson, Natasha Anderson, and Nate Archibald. ""Mr. Chibbs"" is an observational feature length documentary that follows NBA All-Star Kenny Anderson, in the midst of a mid life crisis, dealing...",https://www.imdb.com/video/imdb/vi1017887001,tt4633340,7.1,43,-1,NA
3 Generations,NA,2017,NA,NA,NA,-1,32,-1,NA
A Woman's Life,The Private Life of a Modern Woman,2017,"The Private Life of a Modern Woman is a movie starring Sienna Miller, Alec Baldwin, and Charles Grodin. Successful actress Vera Lockman thrashes during a nightmare in which she struggles with, shoots and kills her drug-dealer...",NA,tt6469960,5.1,82,-1,NA
Another Evil,Another Evil Night,2017,"Another Evil Night is a movie starring Tommie Vegas, Sybil Presley, and Cassidy Elizabeth Cockrell. In this direct sequel to the 1992 Todd Jason Cook cult classic, a tormented teenage boy comes into contact with the clown-faced...",NA,tt4903170,6.0,64,-1,NA
Burden,NA,2017,NA,NA,NA,-1,54,C,NA
Chuck,NA,2017,NA,NA,NA,-1,80,B-,NA
Guardians of the Galaxy Vol. 2,Guardians of the Galaxy Vol. 2,2017,"Guardians of the Galaxy Vol. 2 is a movie starring Chris Pratt, Zoe Saldana, and Dave Bautista. The Guardians struggle to keep together as a team while dealing with their personal family issues, notably Star-Lord's encounter with...",https://www.imdb.com/video/imdb/vi3076896281,tt3896198,7.6,,A,NA
Julian Schnabel A Private Portrait,Julian Schnabel: A Private Portrait,2017,"Julian Schnabel: A Private Portrait is a movie starring Mathieu Amalric, Laurie Anderson, and Hector Babenco. A look at the personal life and public career of New York artist Julian Schnabel.",https://www.imdb.com/video/imdb/vi2276178201,tt6794464,7.0,50,-1,NA
Like Crazy,NA,2017,NA,NA,NA,-1,83,-1,NA
Risk,NA,2017,NA,NA,NA,-1,81,B-,NA
Shock Wave,Chai dan zhuan jia,2017,"Chai dan zhuan jia is a movie starring Andy Lau, Wu Jiang, and Jia Song. When a terrorist who specializes in explosives takes hold of an underground tunnel, he threatens to kill hostages if his demands are not met.",https://www.imdb.com/video/imdb/vi4229871641,tt5847286,6.3,71,-1,NA
Stalker,Stalker's Prey,2017,"Stalker's Prey is a TV movie starring Cynthia Gibb, Saxon Sharbino, and Alexis Lariviere. Not all blood-thirsty predators are in the deep, some can be your hero.",NA,tt5797798,5.3,,-1,NA
Take Me,Take Me,2017,"Take Me is a movie starring Pat Healy, Taylor Schilling, and Alycia Delmore. Ray is a fledgling entrepreneur who specializes in high-end simulated abductions. He jumps at the chance when a mysterious client contracts him for a...",https://www.imdb.com/video/imdb/vi498383129,tt6598626,6.1,67,C,NA
The Dinner,The Dinner,2017,"The Dinner is a movie starring Michael Chernus, Taylor Rae Almonte, and Steve Coogan. Two sets of wealthy parents meet for dinner to decide what to do about a crime their sons have committed.",https://www.imdb.com/video/imdb/vi2070263321,tt3203620,4.5,46,-1,NA
The King's Case Note,Imgeumnimui Sagunsoocheob,2017,"Imgeumnimui Sagunsoocheob is a movie starring Sun-kyun Lee, Jae-hong Ahn, and Hie-won Kim. A clever King and his brilliant chronicle keeper hunt for the truth behind a crime that threatens the throne and the stability of the country.",https://www.imdb.com/video/imdb/vi2116007961,tt6817202,6.4,,-1,NA
The Lovers,The Lovers,2017,"The Lovers is a movie starring Debra Winger, Tracy Letts, and Aidan Gillen. Debra Winger and Tracy Letts play a long-married, dispassionate couple who are both in the midst of serious affairs. But on the brink of calling it quits, a...",https://www.imdb.com/video/imdb/vi1272559897,tt5770620,6.1,84,-1,NA
This Is Not What I Expected,Xi huan ni,2017,"Xi huan ni is a movie starring Takeshi Kaneshiro, Dongyu Zhou, and Yi-zhou Sun. An obsessive CEO of a company meets a ragged chef by chance. They are drawn closer together because of their love for delicacies, yet their...",https://www.imdb.com/video/imdb/vi3223304217,tt6772874,6.7,71,-1,NA
Manifesto,Manhunt: The Unabomber,2017,"Manhunt: The Unabomber is a TV series starring Sam Worthington, Jeremy Bobb, and Ben Weber. An in-depth look at how an FBI profiler helped track down the terrorist Ted Kaczynski, the Unabomber.",https://www.imdb.com/video/imdb/vi2297083929,tt5618256,8.1,76,-1,NA
Absolutely Anything,NA,2017,NA,NA,NA,-1,18,-1,NA
Dead Awake,NA,2017,NA,NA,NA,-1,11,-1,NA
Elián,Elián,2017,"Elián is a movie starring Raúl Esparza. Executive-produced by Alex Gibney, the documentary shares the remarkable story of Elian Gonzalez, the 5-year-old Cuban boy plucked from the Florida Straits on Thanksgiving Day in 1999. After...",https://www.imdb.com/video/imdb/vi229423385,tt6535100,7.0,,-1,NA
Hounds of Love,NA,2017,NA,NA,NA,-1,87,-1,NA
Jasmine,NA,2017,NA,NA,NA,-1,,-1,NA
