movie name,imdb name,year,description,trailer link,movie id,imdb score,rotten score,cinema score,user score
Beuys,NA,2018,NA,NA,NA,-1,69,-1,NA
Mary and the Witch's Flower,NA,2018,NA,NA,NA,-1,89,-1,NA
12 Strong,12 Strong,2018,"12 Strong is a movie starring Chris Hemsworth, Michael Shannon, and Michael Peña. 12 Strong tells the story of the first Special Forces team deployed to Afghanistan after 9/11; under the leadership of a new captain, the team must...",https://www.imdb.com/video/imdb/vi2478815257,tt1413492,6.6,51,A,NA
Dance Baby Dance,Dance Baby Dance,2018,"Dance Baby Dance is a movie starring Clare Grant, Carlos Alazraqui, and Jim O'Heir. Have you ever had a dream? Jimmy did and now it's his turn to dance. Will he be able to rise above all the competition, and his own shortcomings, to...",https://www.imdb.com/video/imdb/vi1026799641,tt3565066,7.5,,-1,NA
Delirium,Delirium,2018,"Delirium is a movie starring Topher Grace, Patricia Clarkson, and Genesis Rodriguez. A man recently released from a mental institute inherits a mansion after his wealthy parents die. After a series of disturbing events, he comes to...",https://www.imdb.com/video/imdb/vi1817622553,tt2069797,5.7,,-1,NA
Den of Thieves,Den of Thieves,2018,"Den of Thieves is a movie starring Gerard Butler, Pablo Schreiber, and O'Shea Jackson Jr.. A gritty crime saga which follows the lives of an elite unit of the LA County Sheriff's Dept. and the state's most successful bank robbery...",https://www.imdb.com/video/imdb/vi4118984729,tt1259528,7.0,41,B+,NA
Forever My Girl,Forever My Girl,2018,"Forever My Girl is a movie starring Alex Roe, Jessica Rothe, and Abby Ryder Fortson. After being gone for a decade a country star returns home to the love he left behind.",https://www.imdb.com/video/imdb/vi2148579353,tt4103724,6.7,24,-1,NA
Kangaroo,NA,2018,NA,NA,NA,-1,78,A-,NA
Mama Africa,Mama Africa,2018,NA,NA,tt8302582,0,75,-1,NA
Mom and Dad,NA,2018,NA,NA,NA,-1,75,-1,NA
Ridge Runners,Ridge Runners,2018,"Ridge Runners is a movie starring Jennica Schwartzman, Austin Haley, and Christopher Howell. When a 12 year old girl goes missing, detective Rachel Willow discovers that human trafficking can happen anywhere, even in her small town.",https://www.imdb.com/video/imdb/vi2500442137,tt4872260,3.8,,-1,NA
Showdown In Manila,NA,2018,NA,NA,NA,-1,,-1,NA
Small Town Crime,Small Town Crime: Crime and Character,2018,"Small Town Crime: Crime and Character is a video starring Anthony Anderson, Robert Forster, and John Hawkes. Small town cop has problem with drinking. Unemployed, does not want to work and comfortable being a drunk waster with his...",NA,tt8689648,7.2,76,-1,NA
The Final Year,NA,2018,NA,NA,NA,-1,84,-1,NA
The Road Movie,NA,2018,NA,NA,NA,-1,86,-1,NA
This Giant Papier Mache Boulder Is Actually Really Heavy,NA,2018,NA,NA,NA,-1,83,-1,NA
A Ciambra,NA,2018,NA,NA,NA,-1,89,-1,NA
American Folk,Fright Fest,2018,"Fright Fest is a movie starring Dylan Walsh, Romeo Miller, and Madison McKinley. Blood runs rampant on Halloween night when a small towns' Fright Fest becomes real inside the walls of a long abandoned asylum.",https://www.imdb.com/video/imdb/vi2350824217,tt5829104,3.6,76,-1,NA
Desolation,Desolation Center,2018,"Desolation Center is a movie starring Anthony Ausgang, Joe Baiza, and Bob Bert. The untold story of a series of Reagan-era guerrilla punk and industrial desert happenings in Southern California that are now recognized as the...",NA,tt7130802,7.4,20,A-,NA
Have a Nice Day,NA,2018,NA,NA,NA,-1,77,-1,NA
Kickboxer Retaliation,Kickboxer: Retaliation,2018,"Kickboxer: Retaliation is a movie starring Alain Moussi, Christopher Lambert, and Jean-Claude Van Damme. Right after winning a fight in Las Vegas, Kurt Sloane is sedated and taken to a prison in Bangkok, where he's forced to fight a...",https://www.imdb.com/video/imdb/vi1569568793,tt5208950,5.0,92,-1,NA
Like Me,I Like Me,2018,"I Like Me is a movie starring Sue Schaffel, Anna Fagan, and Chris Kozlowski. In the midst of family tensions, an egocentric free spirit who hits rock bottom finds unexpected success as a self-empowerment guru after publishing a...",NA,tt7134690,6.9,72,-1,NA
Maze Runner The Death Cure,Maze Runner: The Death Cure,2018,"Maze Runner: The Death Cure is a movie starring Dylan O'Brien, Ki Hong Lee, and Kaya Scodelario. Young hero Thomas embarks on a mission to find a cure for a deadly disease known as ""The Flare"".",https://www.imdb.com/video/imdb/vi1922152473,tt4500922,6.2,43,-1,NA
Padmaavat,Padmaavat,2018,"Padmaavat is a movie starring Deepika Padukone, Ranveer Singh, and Shahid Kapoor. Set in medieval Rajasthan, Queen Padmavati is married to a noble king and they live in a prosperous fortress with their subjects until an ambitious...",https://www.imdb.com/video/imdb/vi1047509273,tt5935704,7.0,58,-1,NA
Please Stand By,NA,2018,NA,NA,NA,-1,58,-1,NA
The Clapper,NA,2018,NA,NA,NA,-1,24,-1,NA
The Insult,Kalbimin Sultani,2018,"Kalbimin Sultani is a TV series starring Ali Ersan Duru, Aleksandra Nikiforova, and Emel Çölgeçen. Mahmud brings Anna to his palace to teach his children French. The Russian ambassador also sends Anna there with the pressure to 'spy...",NA,tt8081138,6.3,86,-1,NA
The Neighbor,The Neighbor,2018,"The Neighbor is a movie starring William Fichtner, Jessica McNamee, and Jean Louisa Kelly. A middle-aged man in a stagnant marriage finds his life upended when an attractive young woman and her seemingly abusive husband move in next...",https://www.imdb.com/video/imdb/vi903854105,tt3905764,5.2,,-1,NA
West of the Jordan River,NA,2018,NA,NA,NA,-1,71,-1,NA
A Fantastic Woman,NA,2018,NA,NA,NA,-1,93,-1,NA
Before We Vanish,NA,2018,NA,NA,NA,-1,79,-1,NA
Bilal A New Breed of Hero,NA,2018,NA,NA,NA,-1,53,-1,NA
Braven,Braven,2018,"Braven is a movie starring Jason Momoa, Garret Dillahunt, and Jill Wagner. A logger defends his family from a group of dangerous drug runners.",https://www.imdb.com/video/imdb/vi284604441,tt5001754,6.1,77,-1,NA
Driving While Black,DWB: Dating While Black,2018,"DWB: Dating While Black is a movie starring Derrick Bowman, Dawn L. Brown, and Al Burke. DWB: Dating While Black is a very honest and comedic look at the dating process of through the eyes of several individuals. Two former...",NA,tt8385976,4.9,63,-1,NA
Lies We Tell,NA,2018,NA,NA,NA,-1,,-1,NA
Living Among Us,Living Among Us,2018,"Living Among Us is a movie starring William Sadler, Esmé Bianco, and John Heard. Vampires have just made themselves public. Now a group of documentarians have been granted access to learn how they live and coexist with humans. But...",https://www.imdb.com/video/imdb/vi4039424025,tt3334418,5.3,14,-1,NA
On Body and Soul,NA,2018,NA,NA,NA,-1,89,-1,NA
Scorched Earth,Scorched Earth,2018,"Scorched Earth is a movie starring Gina Carano, Ryan Robbins, and John Hannah. A bounty hunter named Attica Gage tracks down criminals in a post-apocalyptic Earth.",https://www.imdb.com/video/imdb/vi3280451609,tt2392748,4.7,20,-1,NA
The Cage Fighter,NA,2018,NA,NA,NA,-1,94,-1,NA
The Music of Silence,From Music into Silence,2018,NA,NA,tt7296600,9.1,,-1,NA
Winchester,Winchester,2018,"Winchester is a movie starring Helen Mirren, Sarah Snook, and Finn Scicluna-O'Prey. Ensconced in her sprawling California mansion, eccentric firearm heiress Sarah Winchester believes she is haunted by the souls of people killed by...",https://www.imdb.com/video/imdb/vi2287974681,tt1072748,5.4,14,B-,NA
2018 Oscar Nominated Live Action Shorts,The Oscar Nominated Short Films 2018: Live Action,2018,NA,https://www.imdb.com/video/imdb/vi3504191513,tt7935892,7.8,,-1,NA
Aiyaary,Aiyaary,2018,"Aiyaary is a movie starring Sidharth Malhotra, Manoj Bajpayee, and Rakul Preet Singh. After finding out about an illegal arms deal, a military intelligence officer goes rogue with highly sensitive data related to his organization,...",https://www.imdb.com/video/imdb/vi533051417,tt6774212,5.2,22,-1,NA
Basmati Blues,NA,2018,NA,NA,NA,-1,11,-1,NA
Becks,NA,2018,NA,NA,NA,-1,95,-1,NA
Black Hollow Cage,NA,2018,NA,NA,NA,-1,,-1,NA
Bomb City,NA,2018,NA,NA,NA,-1,75,-1,NA
But Deliver Us From Evil,NA,2018,NA,NA,NA,-1,,-1,NA
Entanglement,Entanglement,2018,NA,NA,tt7239034,0,59,-1,NA
Fake Blood,NA,2018,NA,NA,NA,-1,80,-1,NA
Fifty Shades Freed,Fifty Shades Freed,2018,"Fifty Shades Freed is a movie starring Dakota Johnson, Jamie Dornan, and Eric Johnson. Anastasia and Christian get married, but Jack Hyde continues to threaten their relationship.",https://www.imdb.com/video/imdb/vi2967320601,tt4477536,4.5,12,B+,NA
First We Take Brooklyn,First We Take Brooklyn,2018,"First We Take Brooklyn is a movie starring Harvey Keitel, AnnaLynne McCord, and Kathrine Narducci. Serving a life sentence in one of Israel's toughest prisons, Mikki Levy never thought he'd ever see the light of day. But when's he's...",https://www.imdb.com/video/imdb/vi3912611865,tt5673714,3.8,,-1,NA
Golden Exits,The Golden State Killer: It's Not Over,2018,"The Golden State Killer: It's Not Over is a TV series starring Paul Holes, Keith Komos, and Mike Morford. The Golden State Killer: It's Not Over traces a serial killer that raped over fifty women and killed ten people. Over the...",NA,tt8336664,7.6,67,-1,NA
La Boda de Valentina,La Boda de Valentina,2018,"La Boda de Valentina is a movie starring Kate Vernon, Omar Chaparro, and Ryan Carnes. Valentina has the perfect life in America. Her universe trembles when Jason, her boyfriend, proposes marriage and she must confront her family,...",https://www.imdb.com/video/imdb/vi1216198681,tt4823538,4.6,22,-1,NA
Monster Family,NA,2018,NA,NA,NA,-1,10,-1,NA
Pad Man,Padman,2018,"Padman is a movie starring Akshay Kumar, Radhika Apte, and Sonam Kapoor. Upon realizing the extent to which women are affected by their menses, a man sets out to create a sanitary pad machine and to provide inexpensive sanitary pads...",https://www.imdb.com/video/imdb/vi2140715033,tt7218518,8.0,76,-1,NA
Permission,NA,2018,NA,NA,NA,-1,67,-1,NA
Peter Rabbit,Peter Rabbit,2018,"Peter Rabbit is a movie starring James Corden, Fayssal Bazzi, and Domhnall Gleeson. Feature adaptation of Beatrix Potter's classic tale of a rebellious rabbit trying to sneak into a farmer's vegetable garden.",https://www.imdb.com/video/imdb/vi2445195289,tt5117670,6.5,64,A-,NA
Still/Born,NA,2018,NA,NA,NA,-1,,-1,NA
The 15:17 To Paris,The 15:17 to Paris,2018,"The 15:17 to Paris is a movie starring Alek Skarlatos, Anthony Sadler, and Spencer Stone. Americans discover a terrorist plot on a Paris-bound train.",https://www.imdb.com/video/imdb/vi412530713,tt6802308,5.2,23,-1,NA
The Female Brain,NA,2018,NA,NA,NA,-1,37,-1,NA
The Peacemaker,NA,2018,NA,NA,NA,-1,93,-1,NA
Double Lover,NA,2018,NA,NA,NA,-1,70,-1,NA
Black Panther,Black Panther,2018,"Black Panther is a movie starring Chadwick Boseman, Michael B. Jordan, and Lupita Nyong'o. T'Challa, heir to the hidden but advanced kingdom of Wakanda, must step forward to lead his people into a new future and must confront a...",https://www.imdb.com/video/imdb/vi1816770585,tt1825683,7.3,96,A+,NA
Detective Chinatown 2,Tang ren jie tan an 2,2018,"Tang ren jie tan an 2 is a movie starring Haoran Liu, Baoqiang Wang, and Yang Xiao. Tang and Qin team up to solve a murder in New York's Chinatown.",https://www.imdb.com/video/imdb/vi1071626265,tt7752454,6.0,54,-1,NA
Detective K Secret of the Living Dead,Jo-seon-myeong-tamjeong: Heupyeolgoemaui bimil,2018,"Jo-seon-myeong-tamjeong: Heupyeolgoemaui bimil is a movie starring Ji-won Kim, Bum Kim, and Myung-Min Kim. When a series of unusual murders occurs, Detective K (KIM Myung-min) and his partner (OH Dal-soo) are once again called into...",NA,tt7108976,6.1,,-1,NA
Early Man,Early Man,2018,"Early Man is a movie starring Eddie Redmayne, Tom Hiddleston, and Maisie Williams. Set at the dawn of time, when prehistoric creatures and woolly mammoths roamed the earth, Early Man tells the story of Dug, along with sidekick...",https://www.imdb.com/video/imdb/vi3202660377,tt4701724,6.1,81,B,NA
Honor Up,Honor Up,2018,"Honor Up is a movie starring Jay Black, Blackface, and Book Boards. A drug lord's lieutenant struggles to protect his crime family and his own honor after a shootout.",NA,tt7642326,2.5,,-1,NA
Looking Glass,Looking Glass,2018,"Looking Glass is a movie starring Nicolas Cage, Robin Tunney, and Marc Blucas. A couple buy a desert motel where they find that strange, mysterious events occur.",https://www.imdb.com/video/imdb/vi1005107225,tt6083648,4.5,17,A-,NA
Loveless,NA,2018,NA,NA,NA,-1,94,-1,NA
Nostalgia,Nostalgia,2018,"Nostalgia is a movie starring Hugo Armstrong, Shinelle Azoroh, and Annalise Basso. A mosaic of stories about love and loss, exploring our relationship to the objects, artifacts, and memories that shape our lives.",https://www.imdb.com/video/imdb/vi1636546585,tt6456222,5.4,40,-1,NA
Poop Talk,Pop Talk w/ Luke Frey,2018,NA,NA,tt8072734,0,86,-1,NA
Samson,Samson,2018,"Samson is a movie starring Taylor James, Billy Zane, and Lindsay Wagner. After losing the love of his life to a cruel Philistine prince, a young Hebrew with Supernatural strength defends his people, sacrificing everything to avenge...",https://www.imdb.com/video/imdb/vi502642713,tt6951892,4.4,25,-1,NA
The Boy Downstairs,NA,2018,NA,NA,NA,-1,63,-1,NA
The Housemaid,NA,2018,NA,NA,NA,-1,64,-1,NA
The Monkey King 3,Xi you ji zhi nü er guo,2018,"Xi you ji zhi nü er guo is a movie starring Allie Chan, Shaofeng Feng, and Aaron Kwok. A travelling monk and his followers find themselves trapped in a land inhabited by only women.",https://www.imdb.com/video/imdb/vi2636101657,tt6466464,5.4,33,-1,NA
The Party,Life of the Party,2018,"Life of the Party is a movie starring Melissa McCarthy, Matt Walsh, and Molly Gordon. After her husband abruptly asks for a divorce, a middle-aged mother returns to college in order to complete her degree.",https://www.imdb.com/video/imdb/vi2775234585,tt5619332,5.6,81,B,NA
The Scent of Rain and Lightning,NA,2018,NA,NA,NA,-1,100,-1,NA
Western,NA,2018,NA,NA,NA,-1,96,-1,NA
7 Guardians of the Tomb,7 Guardians of the Tomb,2018,"7 Guardians of the Tomb is a movie starring Bingbing Li, Kellan Lutz, and Kelsey Grammer. An innocent discovery of a well-preserved mummified Chinese Emperor from 200 B.C. unearths a two-thousand-year-old nightmare, a secret that...",https://www.imdb.com/video/imdb/vi858109977,tt4915672,4.5,7,-1,NA
Agenda Payback,Unhinged,2018,"Unhinged is a movie starring Eric Balfour, Sean Patrick Flanery, and Cherilyn Wilson. Steve Walsh is living the high life but it's a life built on the ruin of other people's dreams. Peter Farrell is a man with nothing left to lose...",https://www.imdb.com/video/imdb/vi2255206937,tt4788744,4.0,,-1,NA
Annihilation,Annihilation,2018,"Annihilation is a movie starring Natalie Portman, Jennifer Jason Leigh, and Tessa Thompson. A biologist signs up for a dangerous, secret expedition into a mysterious zone where the laws of nature don't apply.",https://www.imdb.com/video/imdb/vi2362882073,tt2798920,6.9,87,C,NA
Are We Not Cats,NA,2018,NA,NA,NA,-1,91,-1,NA
Beast of Burden,Beast of Burden,2018,"Beast of Burden is a movie starring Daniel Radcliffe, Grace Gummer, and Pablo Schreiber. Sean Haggerty only has an hour to deliver his illegal cargo. An hour to reassure a drug cartel, a hitman, and the DEA that nothing is wrong. An...",https://www.imdb.com/video/imdb/vi1090304025,tt6170506,3.6,25,-1,NA
Curvature,NA,2018,NA,NA,NA,-1,47,-1,NA
Death House,NA,2018,NA,NA,NA,-1,40,-1,NA
Every Day,Every Day,2018,"Every Day is a movie starring Angourie Rice, Justice Smith, and Debby Ryan. A shy teenager falls for a spirit who wakes up in the body of a different person every morning.",https://www.imdb.com/video/imdb/vi1251457049,tt7026672,6.4,62,B+,NA
Game Night,Game Night,2018,"Game Night is a movie starring Jason Bateman, Rachel McAdams, and Kyle Chandler. A group of friends who meet regularly for game nights find themselves entangled in a real-life mystery when the shady brother of one of them is...",https://www.imdb.com/video/imdb/vi2748495897,tt2704998,6.9,85,B+,NA
Half Magic,Half Magic,2018,"Half Magic is a movie starring Heather Graham, Angela Kinsey, and Stephanie Beatriz. After a day at work with a male chauvinistic boss, Honey joins a feminist pussy seminar and makes 2 friends. They support each other in their...",https://www.imdb.com/video/imdb/vi135706649,tt4738776,4.6,55,-1,NA
Hannah,The Possession of Hannah Grace,2018,"The Possession of Hannah Grace is a movie starring Shay Mitchell, Grey Damon, and Kirby Johnson. When a cop who is just out of rehab takes the graveyard shift in a city hospital morgue, she faces a series of bizarre, violent events...",https://www.imdb.com/video/imdb/vi2630924825,tt5734576,5.2,86,C-,NA
Operation Red Sea,Hong hai xing dong,2018,"Hong hai xing dong is a movie starring Yi Zhang, Johnny Huang, and Hai-Qing. PLA Navy Marine Corps launch a hostage rescue operation in the fictional Republic of Ihwea and undergo a fierce battle with rebellions and terrorism.",https://www.imdb.com/video/imdb/vi2115942425,tt6878882,6.7,78,-1,NA
Survivors Guide to Prison,Survivors Guide to Prison,2018,"Survivors Guide to Prison is a movie starring Patricia Arquette, Danny Trejo, and Susan Sarandon. Today, you're more likely to go to prison in the United States than anywhere else in the world. So in the unfortunate case it should...",https://www.imdb.com/video/imdb/vi384546841,tt4323370,7.2,100,-1,NA
The Cured,NA,2018,NA,NA,NA,-1,68,-1,NA
The Lodgers,NA,2018,NA,NA,NA,-1,55,-1,NA
The Young Karl Marx,NA,2018,NA,NA,NA,-1,60,-1,NA
Did You Wonder Who Fired the Gun,NA,2018,NA,NA,NA,-1,84,-1,NA
Dance Academy The Movie,NA,2018,NA,NA,NA,-1,100,-1,NA
Death Wish (2018),Death Wish,2018,"Death Wish is a movie starring Bruce Willis, Vincent D'Onofrio, and Elisabeth Shue. Dr. Paul Kersey is an experienced trauma surgeon, a man who has spent his life saving lives. After an attack on his family, Paul embarks on his own...",https://www.imdb.com/video/imdb/vi4236883993,tt1137450,6.4,,-1,NA
Don't Talk to Irene,NA,2018,NA,NA,NA,-1,75,-1,NA
Eat Me,Eat Me,2018,"Eat Me is a movie starring Michael Shamus Wiles, Brad Carter, and Jacqueline Wright. Over the course of one torturous night, a suicidal woman and the violent home intruder that saved her life test the limits of human endurance and...",https://www.imdb.com/video/imdb/vi4191991833,tt4229864,4.5,,-1,NA
Foxtrot,NA,2018,NA,NA,NA,-1,94,B,NA
Hondros,NA,2018,NA,NA,NA,-1,100,-1,NA
Midnighters,Midnight Sun,2018,"Midnight Sun is a movie starring Bella Thorne, Patrick Schwarzenegger, and Rob Riggle. A 17-year-old girl suffers from a condition that prevents her from being out in the sunlight.",https://www.imdb.com/video/imdb/vi1649850393,tt4799066,6.6,83,-1,NA
Mohawk,Mohawk,2018,NA,NA,tt8214886,7.4,83,-1,NA
Oh Lucy,Suffragettes with Lucy Worsley,2018,"Suffragettes with Lucy Worsley is a TV movie starring Amy Gavin, Lucy Worsley, and Joanne Thomson. An overview of the events of the Suffragette Movement for Votes For Women. It follows the individual women who were part of the...",NA,tt8513082,8.4,100,-1,NA
Red Sparrow,Red Sparrow,2018,"Red Sparrow is a movie starring Jennifer Lawrence, Joel Edgerton, and Matthias Schoenaerts. Ballerina Dominika Egorova is recruited to 'Sparrow School,' a Russian intelligence service where she is forced to use her body as a weapon....",https://www.imdb.com/video/imdb/vi4237277209,tt2873282,6.6,45,B,NA
Souvenir,NA,2018,NA,NA,NA,-1,48,-1,NA
Submission,NA,2018,NA,NA,NA,-1,49,-1,NA
The Vanishing of Sidney Hall,NA,2018,NA,NA,NA,-1,11,-1,NA
They Remain,They Remain,2018,They Remain is a movie starring William Jackson Harper and Rebecca Henderson. Two scientists who share a romantic history are tasked with investigating unnatural animal behaviour on the site of a Manson Family-style cult's compound.,https://www.imdb.com/video/imdb/vi2732374041,tt4991112,4.2,54,-1,NA
1:54,NA,2018,NA,NA,NA,-1,57,-1,NA
A Wrinkle In Time,A Wrinkle in Time,2018,"A Wrinkle in Time is a movie starring Storm Reid, Oprah Winfrey, and Reese Witherspoon. After the disappearance of her scientist father, three peculiar beings send Meg, her brother, and her friend to space in order to find him.",https://www.imdb.com/video/imdb/vi206682137,tt1620680,4.2,42,-1,NA
Bent,Bent,2018,"Bent is a movie starring Karl Urban, Sofía Vergara, and Andy Garcia. On his latest private investigation, a shamed former cop connects a murder case to a government conspiracy involving rogue agents from a top spy agency.",https://www.imdb.com/video/imdb/vi1812772889,tt2237324,5.4,,-1,NA
Claire's Camera,NA,2018,NA,NA,NA,-1,88,-1,NA
Girls vs Gangsters,Gui mi 2,2018,"Gui mi 2 is a movie starring Fiona Sit, Ivy Yi-Han Chen, and Janine Chun-Ning Chang. A wild bachelorette weekend in a foreign city spins hilariously out of control in this over-the-top sequel to the box office smash GIRLS. After a...",https://www.imdb.com/video/imdb/vi790476825,tt7870578,3.1,,-1,NA
Goldstone,Karenjit Kaur - The Untold Story of Sunny Leone,2018,"Karenjit Kaur - The Untold Story of Sunny Leone is a TV series starring Bijay Anand, Raj Arjun, and Karamvir Lamba. The life story of Indian-Canadian actress and former adult film star, Sunny Leone.",https://www.imdb.com/video/imdb/vi2200025625,tt6009150,8.1,76,-1,NA
Gringo,Gringo,2018,"Gringo is a movie starring Joel Edgerton, Charlize Theron, and David Oyelowo. GRINGO, a dark comedy mixed with white-knuckle action and dramatic intrigue, explores the battle of survival for businessman Harold Soyinka (David...",https://www.imdb.com/video/imdb/vi1506261017,tt3721964,6.1,40,C+,NA
Itzhak,NA,2018,NA,NA,NA,-1,89,-1,NA
Juggernaut,NA,2018,NA,NA,NA,-1,57,-1,NA
King of Hearts,NA,2018,NA,NA,NA,-1,,-1,NA
Leaning Into The Wind,NA,2018,NA,NA,NA,-1,98,-1,NA
Los Angeles Overnight,Los Angeles Overnight,2018,"Los Angeles Overnight is a movie starring Arielle Brachfeld, Peter Bogdanovich, and Lin Shaye. A struggling actress inherits a bevy of colorful villains after desperation (with a touch of femme fatale) drives her and her gullible...",https://www.imdb.com/video/imdb/vi1438824473,tt4374864,6.2,,-1,NA
Our Blood is Wine,Our Blood Is Wine,2018,"Our Blood Is Wine is a movie starring Jeremy Quinn, Ramaz Nikoladze, and Giorgi Natenadze. Filmmaker Emily Railsback and award-winning sommelier Jeremy Quinn provide intimate access to rural family life in the Republic of Georgia as...",https://www.imdb.com/video/imdb/vi3073554457,tt7660966,6.7,80,-1,NA
The Death of Stalin,"The Death of Stalin: Dictators, Murderers and Comrades... Oh My!",2018,NA,NA,tt9019280,6.7,96,-1,NA
The Feels,The Feels,2018,"The Feels is a TV series starring Alyssa Aure and Ariel Cornejo-Cabrales. Children can feel angry, jealous, excited, sad, silly, frustrated, happy and worried. Often times, young children lack the language skills to express their...",NA,tt8385958,0,,-1,NA
The Forgiven,NA,2018,NA,NA,NA,-1,,-1,NA
The Happys,The Happytime Murders,2018,"The Happytime Murders is a movie starring Melissa McCarthy, Elizabeth Banks, and Maya Rudolph. When the puppet cast of a '90s children's TV show begin to get murdered one by one, a disgraced LAPD detective-turned-private eye puppet...",NA,tt1308728,5.3,,-1,NA
The Hurricane Heist,The Hurricane Heist,2018,"The Hurricane Heist is a movie starring Toby Kebbell, Maggie Grace, and Ryan Kwanten. Thieves attempt a massive heist against the U.S. Treasury as a Category 5 hurricane approaches one of its Mint facilities.",https://www.imdb.com/video/imdb/vi3874076697,tt5360952,5.1,45,-1,NA
The Leisure Seeker,NA,2018,NA,NA,NA,-1,37,-1,NA
The Strangers Prey at Night,The Strangers: Prey at Night,2018,"The Strangers: Prey at Night is a movie starring Christina Hendricks, Martin Henderson, and Bailee Madison. A family of four staying at a secluded mobile home park for the night are stalked and then hunted by three masked...",https://www.imdb.com/video/imdb/vi3700209689,tt1285009,5.2,39,-1,NA
Thoroughbreds,NA,2018,NA,NA,NA,-1,86,-1,NA
"Where Have You Gone, Lou Dimaggio?",NA,2018,NA,NA,NA,-1,,-1,NA
12 Days,12 Days of Jessmas,2018,NA,NA,tt10267036,0,95,-1,NA
7 Days in Entebbe,Entebbe,2018,"Entebbe is a movie starring Batsheva Dance Company, Zina Zinchenko, and Ben Schnetzer. Inspired by the true events of the 1976 hijacking of an Air France flight en route from Tel Aviv to Paris, and the most daring rescue mission...",https://www.imdb.com/video/imdb/vi4222597145,tt5466186,5.8,24,-1,NA
Allure,Allure,2018,Allure is a movie starring Keana Texeira and Steven Christopher Kelly. A young man living a drug and alcohol fueled party-life is sent by his father to the family's secluded beach cabin only to find stark horror at the hands of a...,NA,tt4472236,0,45,-1,NA
