movie name,imdb name,year,description,trailer link,movie id,imdb score,rotten score,cinema score,user score
The Dead Don't Die,The Dead Don't Die,2019,"The Dead Don't Die is a movie starring Bill Murray, Adam Driver, and Tom Waits. The peaceful town of Centerville finds itself battling a zombie horde as the dead start rising from their graves.",https://www.imdb.com/video/imdb/vi870563097,tt8695030,6.0,54,-1,NA
Anna,Anna,2019,"Anna is a movie starring Sasha Luss, Helen Mirren, and Luke Evans. Beneath Anna Poliatova's striking beauty lies a secret that will unleash her indelible strength and skill to become one of the world's most feared government...",https://www.imdb.com/video/imdb/vi1982643481,tt7456310,6.6,25,B-,NA
Before Stonewall,NA,2019,NA,NA,NA,-1,90,-1,NA
Child's Play (2019),Child's Play,2019,"Child's Play is a movie starring Aubrey Plaza, Mark Hamill, and Brian Tyree Henry. A mother gives her 13-year-old son a toy doll for his birthday, unaware of its more sinister nature, he also kills people who disobeyed Andy.",https://www.imdb.com/video/imdb/vi1036827673,tt8663516,6.3,,-1,NA
The Quiet One,The Quiet One,2019,"The Quiet One is a movie starring Bill Wyman, Suzanne Accosta, and Tony Chapman. THE QUIET ONE offers a unique, never before revealed and behind-the-scenes look at the highs and lows of the life and career of Bill Wyman, former,...",https://www.imdb.com/video/imdb/vi700693529,tt5032364,6.8,69,-1,NA
Toni Morrison: The Pieces I Am,Toni Morrison: The Pieces I Am,2019,"Toni Morrison: The Pieces I Am is a movie starring Toni Morrison, Hilton Als, and Oprah Winfrey. This artful and intimate meditation on the legendary storyteller examines her life, her works and the powerful themes she has...",https://www.imdb.com/video/imdb/vi301382681,tt9358206,6.5,97,-1,NA
Toy Story 4,Toy Story 4,2019,"Toy Story 4 is a movie starring Tom Hanks, Tim Allen, and Annie Potts. When a new toy called ""Forky"" joins Woody and the gang, a road trip alongside old and new friends reveals how big the world can be for a toy.",https://www.imdb.com/video/imdb/vi1497349145,tt1979376,8.2,97,A,NA
Wild Rose,NA,2019,NA,NA,NA,-1,93,-1,NA
Annabelle Comes Home,Annabelle Comes Home,2019,"Annabelle Comes Home is a movie starring Vera Farmiga, Patrick Wilson, and Mckenna Grace. While babysitting the daughter of Ed and Lorraine Warren, a teenager and her friend unknowingly awaken an evil spirit trapped in a doll.",https://www.imdb.com/video/imdb/vi1272953881,tt8350360,6.2,65,B-,NA
The Chambermaid,NA,2019,NA,NA,NA,-1,100,-1,NA
Avengers Endgame Rerelease,Marvel Studios' Avengers: Endgame LIVE Red Carpet World Premiere,2019,"Marvel Studios' Avengers: Endgame LIVE Red Carpet World Premiere is a TV special starring Victoria Alonso, Linda Cardellini, and Don Cheadle. Whatever it takes. The grand conclusion to 22 films, Marvel Studios' ""Avengers: Endgame""...",NA,tt10240638,7.2,,-1,NA
Maiden,NA,2019,NA,NA,NA,-1,98,-1,NA
Ophelia,Ophelia,2019,NA,NA,tt10084952,0,59,-1,NA
The Other Side of Heaven 2 Fire of Faith,The Other Side of Heaven 2: Fire of Faith,2019,"The Other Side of Heaven 2: Fire of Faith is a movie starring Christopher Gorham, Natalie Medlock, and Russell Dixon. Missionary John H. Groberg returns to Tonga in the 1960s with his wife and their five young daughters. When their...",https://www.imdb.com/video/imdb/vi1200471065,tt8174450,5.5,71,-1,NA
The Other Story,NA,2019,NA,NA,NA,-1,67,-1,NA
The Queen,The Queen's Corgi,2019,"The Queen's Corgi is a movie starring Rusty Shackleford, Jo Wyatt, and Leo Barakat. The British monarch's (Dame Julie Walters') favorite dog gets lost from the palace and finds himself at a dog fight club. He then begins his long...",https://www.imdb.com/video/imdb/vi1332853273,tt6563576,4.7,94,-1,NA
This Changes Everything,Woodstock: 3 Days That Changed Everything,2019,NA,NA,tt10704336,0,82,-1,NA
Three Peaks,NA,2019,NA,NA,NA,-1,68,-1,NA
Yesterday,Yesterday,2019,"Yesterday is a movie starring Himesh Patel, Lily James, and Sophia Di Martino. A struggling musician realizes he's the only person on Earth who can remember The Beatles after waking up in an alternate timeline where they never...",https://www.imdb.com/video/imdb/vi1919203865,tt8079248,7.0,63,A-,NA
Midsommar,Midsommar,2019,"Midsommar is a movie starring Florence Pugh, Jack Reynor, and Vilhelm Blomgren. A couple travels to Sweden to visit a rural hometown's fabled mid-summer festival. What begins as an idyllic retreat quickly devolves into an...",https://www.imdb.com/video/imdb/vi1256832025,tt8772262,7.6,83,C+,NA
Spider-Man Far From Home,Spider-Man: Far from Home,2019,"Spider-Man: Far from Home is a movie starring Tom Holland, Samuel L. Jackson, and Jake Gyllenhaal. Following the events of Avengers: Endgame (2019), Spider-Man must step up to take on new threats in a world that has changed forever.",https://www.imdb.com/video/imdb/vi2600385561,tt6320628,7.9,90,-1,NA
Marianne &amp; Leonard: Words of Love,Marianne & Leonard: Words of Love,2019,"Marianne & Leonard: Words of Love is a movie starring Leonard Cohen, Judy Collins, and Ron Cornelius. An in-depth look at the relationship between the late musician Leonard Cohen and his Norwegian muse Marianne Ihlen.",https://www.imdb.com/video/imdb/vi4242193433,tt9358196,7.0,,-1,NA
The Cat Rescuers,NA,2019,NA,NA,NA,-1,91,-1,NA
The Return of Martin Guerre,NA,2019,NA,NA,NA,-1,100,-1,NA
A Faithful Man,NA,2019,NA,NA,NA,-1,74,-1,NA
Crawl,Crawl,2019,"Crawl is a movie starring Kaya Scodelario, Barry Pepper, and Morfydd Clark. A young woman, while attempting to save her father during a category 5 hurricane, finds herself trapped in a flooding house and must fight for her life...",https://www.imdb.com/video/imdb/vi922336281,tt8364368,6.6,83,B,NA
Sea of Shadows,Sea of Shadows,2019,"Sea of Shadows is a movie starring Romel Eduardo Ledezma Abaroa, Rafael Pacchiano Alamán, and Hector Capetillo. The vaquita, the world's smallest whale, is near extinction as its habitat is destroyed by Mexican cartels and Chinese...",NA,tt9326056,7.7,95,-1,NA
Stuber,Stuber,2019,"Stuber is a movie starring Dave Bautista, Kumail Nanjiani, and Mira Sorvino. A detective recruits his Uber driver into an unexpected night of adventure.",https://www.imdb.com/video/imdb/vi489536537,tt7734218,6.2,42,B,NA
Summer Night,Summer Night,2019,"Summer Night is a movie starring Justin Chatwin, Analeigh Tipton, and Lana Condor. A coming-of-age story about the complexities of young romantic relationships.",https://www.imdb.com/video/imdb/vi1776073753,tt7428820,4.7,55,B,NA
Sword of Trust,Sword of Trust,2019,"Sword of Trust is a movie starring Marc Maron, Jon Bass, and Michaela Watkins. Cynthia and Mary show up to collect Cynthia's inheritance from her deceased grandfather, but the only item she receives is an antique sword that was...",https://www.imdb.com/video/imdb/vi422624281,tt8484012,6.2,93,-1,NA
The Art of Self Defense,The Art of Self-Defense,2019,"The Art of Self-Defense is a movie starring Jesse Eisenberg, Alessandro Nivola, and Imogen Poots. A man is attacked at random on the street. He enlists at a local dojo, led by a charismatic and mysterious sensei, in an effort to...",https://www.imdb.com/video/imdb/vi332971033,tt7339248,7.4,83,-1,NA
The Farewell,The Farewell,2019,"The Farewell is a movie starring Awkwafina, Tzi Ma, and Diana Lin. A Chinese family discovers their grandmother has only a short while left to live and decide to keep her in the dark, scheduling a wedding to gather before she dies.",https://www.imdb.com/video/imdb/vi1239464985,tt8637428,8.2,99,-1,NA
Unstoppable,NA,2019,NA,NA,NA,-1,80,A-,NA
At War,Charité at War,2019,"Charité at War is a TV series starring Sarah Bauerett, Susanne Böwe, and Mala Emde. A German hospital in 1943 has to deal with the effects of WWII and the cruel policies of the Nazi regime.",NA,tt10383456,8.3,70,-1,NA
"Cassandro, the Exotico!",NA,2019,NA,NA,NA,-1,89,-1,NA
David Crosby Remember My Name,David Crosby: Remember My Name,2019,"David Crosby: Remember My Name is a movie starring David Crosby, Jackson Browne, and Jan Crosby. Meet David Crosby in this portrait of a man with everything but an easy retirement on his mind.",https://www.imdb.com/video/imdb/vi1629273113,tt5884004,6.4,94,-1,NA
Luz,Light of My Life,2019,"Light of My Life is a movie starring Anna Pniowsky, Casey Affleck, and Tom Bower. Parent and child journey through the outskirts of society a decade after a pandemic has wiped out half the world's population. As a father struggles...",https://www.imdb.com/video/imdb/vi560380953,tt6063090,6.6,86,-1,NA
Streetwise (1984),NA,2019,NA,NA,NA,-1,,-1,NA
The Lion King (2019),The Lion King,2019,"The Lion King is a movie starring Donald Glover, Beyoncé, and Seth Rogen. After the murder of his father, a young lion prince flees his kingdom only to learn the true meaning of responsibility and bravery.",https://www.imdb.com/video/imdb/vi3509369881,tt6105098,7.1,,-1,NA
Tiny: The Life of Erin Blackwell,NA,2019,NA,NA,NA,-1,,-1,NA
The Fighting Preacher,The Fighting Preacher,2019,NA,NA,tt9075778,7.6,,-1,NA
For Sama,For Sama,2019,"For Sama is a movie starring Hamza Al-Khateab, Sama Al-Khateab, and Waad Al-Khateab. FOR SAMA is both an intimate and epic journey into the female experience of war.",NA,tt9617456,8.7,100,-1,NA
Honeyland,Honeyland,2019,"Honeyland is a movie starring Hatidze Muratova, Nazife Muratova, and Hussein Sam. The last female beehunter in Europe must save the bees and return the natural balance in Honeyland, when a family of nomadic beekeepers invade her...",https://www.imdb.com/video/imdb/vi332184601,tt8991268,8.1,98,-1,NA
Mike Wallace Is Here,Mike Wallace Is Here,2019,"Mike Wallace Is Here is a movie starring Mike Wallace, Johnny Carson, and Mickey Cohen. A look at the career of 60 Minutes (1968) newsman, Mike Wallace.",https://www.imdb.com/video/imdb/vi3821321241,tt9353436,6.7,95,-1,NA
Once Upon A Time In Hollywood,Once Upon a Time ... in Hollywood,2019,"Once Upon a Time ... in Hollywood is a movie starring Leonardo DiCaprio, Brad Pitt, and Margot Robbie. A faded television actor and his stunt double strive to achieve fame and success in the film industry during the final years of...",https://www.imdb.com/video/imdb/vi1431682073,tt7131622,8.4,85,B,NA
The Ground Beneath My Feet,Der Boden unter den Füßen,2019,"Der Boden unter den Füßen is a movie starring Valerie Pachner, Pia Hierzegger, and Mavie Hörbiger. Lola controls her personal life with the same ruthless efficiency she uses to optimize profits in her job as a business consultant....",https://www.imdb.com/video/imdb/vi848149529,tt7902124,6.2,100,-1,NA
The Mountain,NA,2019,NA,NA,NA,-1,65,-1,NA
Jay Myself,NA,2019,NA,NA,NA,-1,92,-1,NA
Little Monsters,Little Monsters,2019,"Little Monsters is a movie starring Lupita Nyong'o, Josh Gad, and Stephen Peacocke. A washed-up musician teams up with a teacher and a kids show personality to protect young children from a sudden outbreak of zombies.",NA,tt7390588,5.9,93,-1,NA
Troop Zero,Troop Zero,2019,"Troop Zero is a movie starring Mckenna Grace, Allison Janney, and Viola Davis. In rural 1977 Georgia, a misfit girl dreams of life in outer space. When a competition offers her a chance to be recorded on NASA's Golden Record, she...",NA,tt2404465,7.7,73,-1,NA
Anthropocene The Human Epoch,NA,2019,NA,NA,NA,-1,91,-1,NA
Dilili in Paris,NA,2019,NA,NA,NA,-1,100,-1,NA
Anastasia (2019),Anastasia: Once Upon a Time,2019,"Anastasia: Once Upon a Time is a movie starring Brandon Routh, Donna Murphy, and Amiah Miller. Plot kept under wraps.",NA,tt7014356,0,,-1,NA
Mr. Jones,Mr. Jones,2019,"Mr. Jones is a movie starring James Norton, Vanessa Kirby, and Peter Sarsgaard. A Welsh journalist breaks the news in the western media of the famine in the Soviet Union in the early 1930s.",NA,tt6828390,6.6,,B-,NA
The Death and Life of John F. Donovan,NA,2019,NA,NA,NA,-1,,-1,NA
Eternal Beauty,NA,2019,NA,NA,NA,-1,,-1,NA
Run Sweetheart Run,NA,2019,NA,NA,NA,-1,,-1,NA
Waves,Waves,2019,"Waves is a movie starring Alexa Demie, Lucas Hedges, and Sterling K. Brown. Two young couples navigate through the emotional minefield of growing up and falling in love.",NA,tt8652728,0,,-1,NA
Shirley,NA,2019,NA,NA,NA,-1,,A-,NA
In Fabric,NA,2019,NA,NA,NA,-1,96,-1,NA
Falling,Art of Falling in Love,2019,"Art of Falling in Love is a TV movie starring Kimberly-Sue Murray, Josh Dean, and Kelly Bishop. An artist painting a mural on a new hospital wing falls for the project's architect but worries he may not want to be with her if she...",NA,tt9892388,4.9,,B,NA
Misbehavior,Gong hei bat poh,2019,"Gong hei bat poh is a movie starring Yat Ning Chan, Gigi Leung, and Dada Chan. Six girls and two boys often talk to one another in their mobile group chat, ""Pat Poh"". However, their friendship starts getting strained when various...",NA,tt9638206,5.4,,-1,NA
The Kill Team,The Kill Team,2019,"The Kill Team is a movie starring Alexander Skarsgård, Nat Wolff, and Adam Long. A young American soldier in Afghanistan is disturbed by his commanding officer's behavior and is faced with a moral dilemma.",NA,tt6196936,8.2,100,-1,NA
The Lodge,The Lodge,2019,"The Lodge is a movie starring Alicia Silverstone, Riley Keough, and Richard Armitage. A soon-to-be stepmom is snowed in with her fiancé's two children at a remote holiday village. Just as relations begin to thaw between the trio,...",https://www.imdb.com/video/imdb/vi2615196697,tt7347846,6.8,82,-1,NA
Polaroid,Polaroid,2019,"Polaroid is a movie starring Kathryn Prescott, Tyler Young, and Samantha Logan. High school loner Bird Fitcher has no idea what dark secrets are tied to the mysterious Polaroid vintage camera she stumbles upon, but it doesn't take...",https://www.imdb.com/video/imdb/vi198687001,tt5598292,5.1,,-1,NA
Normal People,Ordinary Love,2019,"Ordinary Love is a movie starring Liam Neeson, Lesley Manville, and David Wilmot. An extraordinary look at ordinary love.",NA,tt6012380,0,,-1,NA
The Silence (2019),The Silence,2019,"The Silence is a movie starring Stanley Tucci, Kiernan Shipka, and Miranda Otto. When the world is under attack from terrifying creatures who hunt their human prey by sound, 16-year old Ally Andrews (Kiernan Shipka), who lost her...",https://www.imdb.com/video/imdb/vi1675672857,tt7315484,5.2,,-1,NA
